가게명,별점,주소,카테고리,위도,경도
화성당구클럽,0.0,광주 서구 염화로 104,당구장,35.1426339817117,126.875853155117
오케이당구클럽,0.0,광주 북구 연양로 59,당구장,35.2066913527421,126.873953919438
MBC당구클럽,0.0,광주 북구 면앙로121번길 77,당구장,35.1804504733123,126.926562222826
구슬방당구장,0.0,광주 서구 상무버들로 38,당구장,35.1646483188141,126.859335327044
에스당구클럽,0.0,광주 서구 풍암1로21번길 3-14 한샘빌딩,당구장,35.1260764460787,126.878479110897
수마일당구장,0.0,광주 북구 하서로423번길 20,당구장,35.2131509845431,126.873614229988
까치당구클럽,0.0,광주 북구 안산로 37,당구장,35.1906102308537,126.901810231831
큐당구장,0.0,광주 동구 무등로 484,당구장,35.1548750320798,126.932878409103
시카고당구장,0.0,광주 서구 화정로309번길 1,당구장,35.1503903944002,126.889365825529
우리동네당구장,0.0,광주 동구 의재로 20,당구장,35.1328027399803,126.92983049064
빅박스당구클럽,0.0,광주 북구 일곡마을로 39,당구장,35.2052646420939,126.896959170693
부영당구클럽,0.0,광주 동구 서석로85번길 8-14,당구장,35.1501783222397,126.920802077329
구슬방당구장,0.0,광주 광산구 도산로9번길 22,당구장,35.1285849814422,126.790778782757
NH당구클럽,0.0,광주 광산구 풍영로 83,당구장,35.1794659348203,126.810889110833
케이당구장,0.0,광주 서구 운천로 90,당구장,35.1407492166791,126.858949707926
투데이당구클럽,0.0,광주 광산구 풍영로101번길 1,당구장,35.1809457130045,126.811714342369
로또당구장,0.0,광주 서구 상무중앙로38번길 11 충광빌딩,당구장,35.1504846220885,126.849934967032
현대당구장,0.0,광주 광산구 수등로243번길 12-7,당구장,35.1856878112443,126.835797182005
DS당구클럽,0.0,광주 북구 우치로241번길 42,당구장,35.1864706570732,126.902689930941
아지트당구클럽,0.0,광주 서구 경열로66번길 4-1,당구장,35.1506660212899,126.893172605611
보스당구클럽,0.0,광주 동구 구성로 158,당구장,35.1505267129293,126.9114479937
영당구장,0.0,광주 북구 우치로 232,당구장,35.1856613417795,126.905666800708
폭스당구클럽,0.0,광주 서구 상무민주로 105,당구장,35.1599943530968,126.859195606331
에이엠피엠당구장,0.0,광주 서구 화정로 108,당구장,35.1448919958363,126.869099918357
캠퍼스당구장,0.0,광주 광산구 임방울대로826번길 69 3층,당구장,35.2143944498604,126.848956487166
한큐당구클럽,0.0,광주 광산구 왕버들로265번길 7-7,당구장,35.1968117368603,126.837571126484
동양당구장,0.0,광주 광산구 목련로273번길 97,당구장,35.1784070394299,126.82449441203
예술당구클럽,0.0,광주 동구 남문로 682,당구장,35.1316394489495,126.929225509476
TOP 당구장,0.0,광주 광산구 첨단중앙로152번길 6-1,당구장,35.2188272149652,126.842739009887
유성당구장,0.0,광주 북구 용봉택지로 82,당구장,35.1782577659171,126.89553909363
여기당구장,0.0,광주 광산구 하남대로 149,당구장,35.1802859439729,126.809997299563
아방궁당구장,0.0,광주 광산구 어등대로653번길 33,당구장,35.1464602661332,126.791531395136
당당클럽당구장,0.0,광주 남구 봉선로19번길 30-2 삼일민속제과,당구장,35.1316119863392,126.90628874478
포커스당구클럽,0.0,광주 서구 시청로56번길 8,당구장,35.1532792040005,126.852731376864
아띠 당구클럽,0.0,광주 광산구 신창로72번길 10-21,당구장,35.191340312529,126.838290112113
당카당구장,0.0,광주 서구 상무민주로 111-1,당구장,35.1605289004498,126.859231454056
시티당구클럽,0.0,광주 동구 무등로321번길 20-24,당구장,35.163369184868,126.919574229353
히든당구클럽,0.0,광주 동구 필문대로 287,당구장,35.1458136771121,126.927148845362
씨씨당구클럽,0.0,광주 광산구 광산로 53,당구장,35.1401219030247,126.796946838639
깜보당구클럽,0.0,광주 서구 상무화원로 13,당구장,35.1448714269826,126.842083064969
스타당구클럽,0.0,광주 북구 문산로 41,당구장,35.1855643664233,126.922872466617
명품당구클럽,0.0,광주 남구 광복마을3길 9 3층 영광분식,당구장,35.1195586878555,126.896978455616
한큐당구클럽,0.0,광주 광산구 도산로9번길 40,당구장,35.1279248882474,126.790086310538
드림포스당구장,0.0,광주 서구 풍암신암로 34,당구장,35.1237332634642,126.882691449688
하남당구장,0.0,광주 광산구 광산로 30,당구장,35.1386325218412,126.795035557477
휴먼당구장,0.0,광주 남구 봉선1로 120-1,당구장,35.1274700141255,126.917938490124
그라운드당구장,0.0,광주 남구 효우2로26번길 13,당구장,35.1026377419459,126.888668873422
카이저당구장,0.0,광주 북구 설죽로214번길 107-4,당구장,35.1781289614788,126.903808996674
한게임당구클럽,0.0,광주 북구 유림로 140,당구장,35.1748669820134,126.864211483972
킹당구클럽,0.0,광주 동구 백서로 190-13,당구장,35.1448288517012,126.925521556656
거성당구장,0.0,광주 북구 안산로 40 3층,당구장,35.1909007106333,126.902222725777
명성당구장,4.33,광주 광산구 임방울대로 144 4층,당구장,35.1739731986084,126.817911789151
엠당구장,0.0,광주 남구 효덕로 307 나라공인중개사,당구장,35.1108096950841,126.896056763117
버들당구장,0.0,광주 북구 첨단연신로107번길 45-21,당구장,35.2069550635556,126.860687763634
월드컵당구장,0.0,광주 광산구 첨단내촌로 50-1,당구장,35.2112198491492,126.837438978989
대박당구장,0.0,광주 광산구 첨단중앙로182번길 24-12,당구장,35.2208427294016,126.84371862051
빛고을당구클럽,0.0,광주 북구 북문대로242번길 7,당구장,35.1879623683123,126.865947955778
구슬방당구장,0.0,광주 동구 필문대로 94,당구장,35.1617580415714,126.929007020839
미주당구클럽,0.0,광주 남구 효우2로26번길 13,당구장,35.1026377419459,126.888668873422
스마일 당구클럽,0.0,광주 남구 군분로 169 이지마트,당구장,35.1469394329752,126.886334218458
두리당구클럽,0.0,광주 북구 안산로 22 2층 딱조아당구장,당구장,35.1892755273681,126.902172299743
메가당구장,0.0,광주 서구 상무번영로 14,당구장,35.1510094895687,126.853251158679
홍당구장,0.0,광주 서구 화정로260번길 1,당구장,35.1478005593565,126.885246367303
빛고을당구장,0.0,광주 광산구 용아로 404,당구장,35.1792226963398,126.805112567596
빅박스당구장,0.0,광주 광산구 송정로30번길 16,당구장,35.1356794107764,126.793506488038
OK당구장,0.0,광주 북구 월동로 24,당구장,35.1737983214515,126.935163541294
하프로당구클럽,0.0,광주 남구 대남대로339번길 6,당구장,35.1418283425572,126.892546386389
에이스당구장,0.0,광주 남구 백운로 57 도울마트,당구장,35.1382088880001,126.906180455295
빈폴당구장,0.0,광주 북구 저불로69번길 14,당구장,35.1808298472032,126.893950065076
대박당구장,0.0,광주 남구 봉선2로 81 1층 106호(봉선동),당구장,35.1261225156911,126.915247624209
오가당구클럽,0.0,광주 광산구 수등로243번길 20-16,당구장,35.1858244163462,126.836366836736
스타당구장,0.0,광주 서구 회재로 1054 7층 703호,당구장,35.1270179229532,126.87839147805
빅박스당구장,0.0,광주 광산구 첨단중앙로152번길 31-7,당구장,35.219627884867,126.843714249213
모아당구장,0.0,광주 광산구 왕버들로265번길 5-8,당구장,35.1966571790926,126.837522021256
밀당당구클럽,0.0,광주 남구 월산로151번길 6,당구장,35.1512084147712,126.895080808635
1박2일당구장,0.0,광주 광산구 월계로 223-16,당구장,35.2149420080006,126.850179869678
어울림당구장,0.0,광주 광산구 도산로9번길 12,당구장,35.1288565815753,126.790999164328
여우당당구클럽,0.0,광주 광산구 첨단중앙로124번길 62,당구장,35.2163342307166,126.845727649604
프린스당구클럽,0.0,광주 광산구 신창로 2,당구장,35.1853975209798,126.837293232973
로또당구클럽,0.0,광주 광산구 임방울대로800번길 78,당구장,35.2140040489974,126.845719098221
369당구장,0.0,광주 광산구 광산로 62 2층,당구장,35.1403381875195,126.797946277086
솔루스당구장,0.0,광주 동구 지호로 37,당구장,35.1480054293378,126.933091570802
아방궁당구클럽,0.0,광주 동구 중앙로 150,당구장,35.1475209618834,126.912588929498
롤링볼당구장,0.0,광주 북구 호동로 13,당구장,35.1750977526531,126.913818679939
홍길동당구클럽,0.0,광주 북구 매곡로 70,당구장,35.1912675505624,126.893243011816
스피드당구장,0.0,광주 광산구 신창로 50,당구장,35.1897412599242,126.837242851259
고고당구장,0.0,광주 동구 구성로 220,당구장,35.1545321791782,126.916006506358
한큐당구타운,0.0,광주 북구 동문대로 119,당구장,35.1738362841489,126.925475571935
W당구장,0.0,광주 서구 상무대로 1062,당구장,35.1520007045203,126.878123631313
세븐당구클럽,0.0,광주 남구 군분로 26-1,당구장,35.1361849975424,126.895007368337
ABC당구장,0.0,광주 동구 필문대로191번길 3-1,당구장,35.1535987071967,126.932072036354
푸른당구장,0.0,광주 동구 필문대로287번길 29,당구장,35.1447184334101,126.929900811844
비바체당구클럽,0.0,광주 서구 염화로65번길 4-10,당구장,35.1409670004622,126.873324396421
풍암골당구장,0.0,광주 동구 지산로 49,당구장,35.148211565421,126.932432404735
로또당구장,0.0,광주 서구 운천로 131 금호베어스타운,당구장,35.1446661018787,126.856585918323
다모아당구클럽,0.0,광주 광산구 사암로216번길 28-11,당구장,35.1628430185327,126.810131609763
넘버원당구장,0.0,광주 동구 중앙로 359,당구장,35.1637225264835,126.919452045405
메이저당구클럽,0.0,광주 남구 군분로 76,당구장,35.1399956044386,126.892141804902
비젼당구장,0.0,광주 서구 염화로83번길 4-24,당구장,35.1430994680761,126.873954809363
월드컵당구장,0.0,광주 북구 우치로 62,당구장,35.1729145757254,126.912561429954
노리터당구클럽,0.0,광주 남구 양림로 39 2층,당구장,35.1369857935641,126.913398012064
폼당구장,0.0,광주 서구 풍금로12번길 3-3,당구장,35.1213605368828,126.865938785109
챌린저당구클럽,0.0,광주 북구 호동로63번길 74,당구장,35.1770421410335,126.913792366455
XONE당구클럽,0.0,광주 서구 상일로 54,당구장,35.1604199603307,126.86343514407
칼라당구장,0.0,광주 광산구 송도로 264,당구장,35.1367839026093,126.799007220764
공원당구클럽,0.0,광주 서구 풍금로 4,당구장,35.1206925873096,126.866230376804
푸른당구클럽,0.0,광주 북구 서하로 366,당구장,35.1861038910729,126.920187863321
탑당구장,0.0,광주 광산구 수등로 243,당구장,35.1853268348522,126.835609726024
NO.1당구장,0.0,광주 서구 시청로60번길 20,당구장,35.153751623644,126.85386214528
미래당구장,0.0,광주 서구 쌍학로 2,당구장,35.146170228653,126.865409007806
딱조아당구장,0.0,광주 북구 군왕로203번길 1,당구장,35.1789353736161,126.935066805787
에이스당구장,0.0,광주 광산구 월계로118번길 6,당구장,35.2132821646685,126.83826550326
삑사리당구클럽,0.0,광주 동구 제봉로222번길 1,당구장,35.1551503996826,126.913666424179
나이스당구클럽,0.0,광주 서구 염화로 100,당구장,35.1425780587766,126.875464233656
구슬방당구장,0.0,광주 광산구 남동길30번길 35,당구장,35.1291766055299,126.790135762063
해피당구장,0.0,광주 서구 상무버들로 36,당구장,35.1646487395271,126.859542559673
풀덤 충장점,4.47,광주 동구 금남로 248 천하빌딩,만화방,35.1527778084776,126.913749594914
풀덤상무점,4.47,광주 서구 운천로 253 3층,만화방,35.1549681263917,126.854409490311
풀덤 운암점,4.51,광주 북구 대자실로 30 엘투빌딩 2층,만화방,35.1795668051488,126.874028412799
벌툰전남대점,4.41,광주 북구 면앙로6번길 76,만화방,35.1769596825217,126.913309091974
놀숲 광주첨단점,4.67,광주 광산구 임방울대로826번길 47 시너지빌딩 3층,만화방,35.2153064772063,126.84920631205
풀덤 일곡점,4.58,광주 북구 설죽로 511 국민은행 2층,만화방,35.2046792983022,126.897590151679
풀덤 봉선점,4.41,광주 남구 봉선중앙로 51 2층 풀덤,만화방,35.1254035168964,126.911122145103
북앤빅뱅충장로점,4.32,광주 동구 충장로 72,만화방,35.1486983199757,126.914868110868
툰박스,0.0,광주 광산구 용아로379번길 39 3층,만화방,35.1764904360993,126.802176566005
풀덤 첨단점,4.52,광주 광산구 첨단중앙로 104,만화방,35.2146214730841,126.843331859624
카툰스토리,4.57,광주 남구 서문대로 689-6,만화방,35.1210231115574,126.898230319859
더툰만화카페,0.0,광주 서구 무진대로 904,만화방,35.1605756425809,126.879873116288
카툰스토리 만화카페,4.52,광주 광산구 장신로 76 5층,만화방,35.1904857623632,126.818341598506
놀숲 광주수완점,4.45,광주 광산구 임방울대로332번길 9-4,만화방,35.1900245538804,126.824650050853
놀숲 광주점,4.5,광주 남구 봉선2로 36,만화방,35.1254129726889,126.910376101186
봄뜰,4.17,광주 서구 회재로 859,만화방,35.1205461264762,126.858770727766
만화나라,0.0,광주 동구 중앙로160번길 6,만화방,35.1479119657787,126.913711600996
온탑,0.0,광주 광산구 신창로 80,만화방,35.192324861173,126.837347828911
떼굴떼굴,0.0,광주 광산구 임방울대로 356,만화방,35.191664034114,126.824406835672
북툰 광주신창점,0.0,광주 광산구 신창로162번길 3,만화방,35.1987866644664,126.841358690487
넘버원만화방,0.0,광주 서구 죽봉대로119번길 1,만화방,35.164129715442,126.883301379592
만화카페봄뜰,0.0,광주 서구 회재로 859,만화방,35.1205461264762,126.858770727766
어등만화카페,0.0,광주 광산구 무진대로231번길 30-8,만화방,35.1633117031194,126.806585332691
오리지날만화세상,0.0,광주 광산구 신가번영로34번길 6,만화방,35.1811778546458,126.82627916867
만화뱅크,0.0,광주 북구 북문대로 96,만화방,35.1786579930266,126.876857806499
카툰만화방,0.0,광주 북구 서양로 21-1,만화방,35.1710706673008,126.903988774194
만화박사,0.0,광주 광산구 사암로215번길 51,만화방,35.1636797644468,126.805482560355
북킹만화방,0.0,광주 북구 서방로 1-8,만화방,35.1740010327688,126.913385343635
판타지만화,0.0,광주 동구 서암대로 328,만화방,35.164556466685,126.91932126334
풀덤 수완점,4.26,광주 광산구 수완로49번길 26 만화카페 풀덤,북카페,35.1897454771447,126.827272166218
풀덤 전대점,4.51,광주 북구 호동로43번길 60,북카페,35.1761129306312,126.91353712346
북앤빅뱅 광주점,0.0,광주 동구 필문대로 271,북카페,35.1470371758307,126.928038403733
콩툰 광주 첨단2지구점,4.45,광주 북구 첨단연신로91번길 30,북카페,35.2064958152231,126.861228861001
염주동 만화나라,0.0,광주 서구 염화로 95,"만화,도서",35.1428147452216,126.875015718947
클럽300볼링센터,4.44,광주 광산구 풍영로 83,볼링장,35.1794659348203,126.810889110833
클럽300볼링센터 첨단점,4.35,광주 광산구 월계로 217 쌍암동 첨단프라자 지하1층,볼링장,35.2136839201365,126.849322107296
스플릿볼링장,4.39,광주 동구 백서로125번길 35,볼링장,35.1446315754252,126.917235084929
쿵스게임랜드  광주점,4.42,광주 동구 충장로 90 갤러리존 지하,볼링장,35.147761465921,126.916582579709
피터팬볼링장,3.3,광주 동구 충장로 102-12,볼링장,35.1470554517517,126.917404264143
평화볼링센터,0.0,광주 북구 우치로27번길 33,볼링장,35.1703106043407,126.909199623578
광주탑볼링장,4.49,광주 광산구 임방울대로 507,볼링장,35.204930502121,126.819443302387
ABC볼링센터,4.44,광주 서구 상무대로 908,볼링장,35.1505705084853,126.861190535889
클럽300볼링센터 상무점,4.18,광주 서구 시청로 67 프리미엄아울렛3층,볼링장,35.1542923891514,126.851008569159
JK볼링장,4.29,"광주 남구 군분로119번길 6-3 1층,2층",볼링장,35.1430990555777,126.888525469586
킹핀,0.0,광주 서구 상무연하로 50 에코노블빌딩,볼링장,35.1527238875552,126.850532271385
수완볼링장,4.19,광주 광산구 장신로 81,볼링장,35.191930678569,126.818252518716
제일볼링센터,4.12,광주 북구 서방로 83,볼링장,35.1718713620011,126.922236530331
K1볼링운암점,4.44,광주 북구 서강로 104-3,볼링장,35.1803335461787,126.873382575046
더원볼링장,4.28,광주 광산구 송정로29번길 38,볼링장,35.1368855687192,126.796303540934
훼미리볼링센타,4.42,광주 광산구 우산로 55-10,볼링장,35.1583223067715,126.80708127179
미즈볼링장,0.0,광주 동구 중앙로 239 미즈프라자,볼링장,35.1536745562712,126.919219295019
뉴텐핀볼링센터,4.67,광주 북구 설죽로320번길 17,볼링장,35.1881150500733,126.900973411322
지산볼링장,4.4,광주 동구 필문대로273번길 29,볼링장,35.145821290258,126.930755824384
퍼니스볼링장,4.34,광주 서구 천변좌하로 192,볼링장,35.1558599454676,126.837814447315
핀액션볼링라운지,4.28,광주 북구 문산로 43-2 지하2층,볼링장,35.1861001785992,126.923087263147
첨단스포츠센타 볼링장,4.55,광주 광산구 첨단중앙로170번길 92,볼링장,35.2204495812902,126.847051763877
저스트볼,4.72,광주 북구 설죽로 333 4층,볼링장,35.1890876718232,126.898648611363
K1볼링장,4.72,광주 북구 우치로257번길 17 1층 K1볼링장,볼링장,35.187687783537,126.903285761811
레드핀 볼링센터,4.29,광주 서구 마륵로 46,볼링장,35.1438513739202,126.83712477272
미금볼링장,0.0,광주 남구 봉선중앙로47번길 10,볼링장,35.1251786161103,126.910495613243
하남볼링센타,4.23,광주 광산구 산정공원로 101,볼링장,35.1766720054573,126.806270132378
볼러스레인,4.41,광주 북구 상촌로 8,볼링장,35.211633303654,126.875629814441
금호볼링장,4.31,광주 서구 운천로 46 금호볼링장,볼링장,35.1368439966775,126.859355078774
클럽300볼링장 진월점,0.0,광주 남구 서문대로 706,볼링장,35.122653851792,126.898973751466
K1볼링장,4.51,광주 남구 봉선동 156 지하1층,볼링장,35.1262616916916,126.91525526958
락투데이 볼링장,4.45,광주 북구 문화소통로 170,볼링장,35.1825084538785,126.912088621192
웰컴볼링,4.0,광주 광산구 풍영철길로 15 콜럼버스월드,볼링장,35.1628952489774,126.811659800292
시티스포츠센터 볼링장,4.52,광주 서구 죽봉대로 52 교원공제회관,볼링장,35.158324821946,126.883621594001
함이볼링센타,0.0,광주 북구 문화소통로 170 하미스포렉스,볼링장,35.1825084538785,126.912088621192
현대볼링장,0.0,광주 동구 남문로 686,볼링장,35.1322192578354,126.929469025005
에이비씨볼링센터,0.0,광주 서구 상무대로 908,볼링장,35.1505705084853,126.861190535889
씨티볼링장,0.0,광주 서구 죽봉대로 52,볼링장,35.158324821946,126.883621594001
광주대볼링장,4.62,광주 남구 효덕로 291 금호타운상가 4층,볼링장,35.1101126636302,126.895736365288
케이원킹핀볼링,4.22,광주 서구 상무연하로 50,볼링장,35.1527238875552,126.850532271385
미즈레포츠센터,0.0,광주 동구 중앙로 239,볼링장,35.1536745562712,126.919219295019
수완PC방,0.0,광주 광산구 장신로 81 빛고을 빌딩 1층 수완PC방,PC방,35.191930678569,126.818252518716
중앙스크린골프존,0.0,광주 북구 설죽로 325,스크린골프장,35.1886452447633,126.898706034931
톡스크린골프&당구클럽,0.0,광주 북구 임방울대로 1053 약산흑염소 3층,스크린골프장,35.2122494513812,126.872580503189
골프존파크 용두신비로점,0.0,광주 북구 하서로523번길 115,스크린골프장,35.2246411713224,126.867750729869
골프존파크 오션스크린점,0.0,광주 광산구 월계로 203,스크린골프장,35.2138557974932,126.847800649671
싱글로드스크린골프연습장,0.0,광주 서구 회재로 821 싱크로드 스크린골프,스크린골프장,35.1183163258026,126.85578126784
부경스크린골프,0.0,광주 광산구 하남대로 92,스크린골프장,35.1799637067992,126.80366549372
나이스실내골프연습장,0.0,광주 북구 매곡로 36-1,스크린골프장,35.1882837410245,126.894517355424
J&J골프존,0.0,광주 광산구 용아로 385,스크린골프장,35.1777201192257,126.804207058331
장흥스크린,0.0,광주 북구 첨단연신로29번길 9,스크린골프장,35.2002241750704,126.862545185344
비젼골프존,0.0,광주 동구 갈마로 56,스크린골프장,35.1615534968335,126.936597387368
모아스크린SG골프아카데미,0.0,광주 서구 금화로 240,스크린골프장,35.1336460778946,126.874829928048
VIP스크린실내골프,0.0,광주 북구 동문대로248번길 39 각화동종합상가(주),스크린골프장,35.1834350339383,126.937115947674
두암골프존,4.35,광주 북구 갈마로 55,스크린골프장,35.1620255302906,126.936581435145
OK 스크린 골프존,4.61,광주 북구 임방울대로 1034,스크린골프장,35.21223124528,126.87020562278
골프존파크 운암 로데오점,0.0,광주 북구 북문대로 117,스크린골프장,35.1796737888301,126.874542474338
한듬스크린골프,0.0,광주 광산구 왕버들로 217,스크린골프장,35.1985646642434,126.833899138003
노블스크린골프,0.0,광주 북구 하남대로 697,스크린골프장,35.1721072758655,126.868937758399
US골프아카데미,0.0,광주 광산구 첨단중앙로152번길 20,스크린골프장,35.2188246537942,126.843335865221
필드로스크린골프연습장,0.0,광주 광산구 풍영로 83 우석빌딩,스크린골프장,35.1794659348203,126.810889110833
첨단 케이골프스크린,0.0,광주 광산구 앰코로 35 폭스존 3층 309호,스크린골프장,35.2215326011543,126.85239146838
비엠스크린골프,0.0,광주 남구 서문대로 700 광동빌딩,스크린골프장,35.1218220134326,126.89901120091
티업비전 영스크린골프,0.0,광주 서구 시청로16번길 9 3층,스크린골프장,35.1499676464011,126.85276313328
굿모닝티업스크린,0.0,광주 북구 북문대로 184,스크린골프장,35.1848562930261,126.871005290896
프라임골프존,0.0,광주 북구 첨단연신로91번길 10,스크린골프장,35.2065518542561,126.863266801363
티업사랑스크린골프,0.0,광주 광산구 임방울대로 611-5,스크린골프장,35.2122301183188,126.826929449636
골프존파크 수완스크린점,0.0,광주 광산구 임방울대로 330,스크린골프장,35.1893537292302,126.824065068523
캘러웨이스크린골프연습장,0.0,광주 광산구 첨단강변로99번길 34,스크린골프장,35.2157815002961,126.850816232647
상무스크린골프,0.0,광주 서구 상무대로 752,스크린골프장,35.14514070675,126.846039119735
첨단스크린골프연습장,0.0,광주 북구 일곡마을로 183,스크린골프장,35.2105368789076,126.894090684793
SG백양스크린골프,0.0,광주 광산구 월계로 217,스크린골프장,35.2136839201365,126.849322107296
퍼스트스크린골프,0.0,광주 서구 상무공원로 51,스크린골프장,35.1489295963386,126.842756395819
휴먼스크린골프아카데미,0.0,광주 서구 상무중앙로 103 휴먼빌딩,스크린골프장,35.1563516093891,126.847797524405
에스지골프하남점,0.0,광주 광산구 용아로379번길 40,스크린골프장,35.1770142900855,126.802168161219
펀앤골프 수완수영점,0.0,광주 광산구 장신로 85 수영빌딩 7층,스크린골프장,35.19118695852,126.819448788431
황금알스크린골프장,0.0,광주 광산구 장신로 261 드림프라자,스크린골프장,35.1909533362174,126.838744457536
소호스크린골프,0.0,광주 서구 풍암1로21번길 9-22,스크린골프장,35.1266828088092,126.879125294505
상무스크린골프,0.0,광주 서구 상무누리로 90 상무신도심골프연습장,스크린골프장,35.1507091365622,126.83937788473
방수원골프아카데미,0.0,광주 북구 서강로54번길 22 코아빌딩,스크린골프장,35.1759590875069,126.873385625711
썬스크린,0.0,광주 북구 설죽로404번길 11,스크린골프장,35.1953570283707,126.90058942077
미르골프존,0.0,광주 광산구 첨단중앙로152번길 20,스크린골프장,35.2188246537942,126.843335865221
기준스크린골프장,0.0,광주 광산구 북문대로 595,스크린골프장,35.2053609617909,126.835492927822
이지골프아카데미,0.0,광주 서구 풍암2로 12 6층 601호,실내골프연습장,35.126564085763,126.879746112605
레전드히어로즈 광주상무점,0.0,광주 서구 운천로 247 스타타워 3층,스크린야구장,35.1546181251865,126.854406711581
리얼야구존 충장점,0.0,광주 동구 백서로125번길 35,스크린야구장,35.1446315754252,126.917235084929
레전드야구존 수완점,4.4,광주 광산구 수완로73번길 7,스크린야구장,35.1914118202417,126.828103114708
다함께야구왕 상무점,3.81,광주 서구 상무연하로 48 죽암빌딩 6층,스크린야구장,35.1524924222907,126.850535438359
리얼야구존 광주전대점,0.0,광주 북구 우치로100번길 24,스크린야구장,35.1762737193435,126.913644756311
레전드스크린야구 용봉점,4.68,광주 북구 용봉택지로 93,스크린야구장,35.1786138866999,126.896689156007
리얼야구존 광주수완점,0.0,광주 광산구 장신로 144,스크린야구장,35.1904184017367,126.825869170416
리얼야구존 광주우산점,0.0,광주 광산구 풍영철길로 20-6,스크린야구장,35.1628024548405,126.812852565953
레전드야구존 첨단점,4.7,광주 광산구 첨단중앙로106번길 65-6,스크린야구장,35.2153245276161,126.84706917573
리얼야구존 상무지구점,0.0,광주 서구 상무연하로 58 6층,스크린야구장,35.1532728775313,126.85050942751
레전드야구존 상무점,3.94,광주 서구 운천로 247 2층 스타타워,스크린야구장,35.1546181251865,126.854406711581
스트라이크존 광주 용봉구장,4.49,광주 북구 용봉택지로 53 2층,스크린야구장,35.1788323538669,126.892419216992
스트라이크존 광주 봉선구장,0.0,광주 남구 봉선중앙로 51,스크린야구장,35.1254035168964,126.911122145103
리얼야구존 풍암동점,0.0,광주 서구 회재로 1054 유수빌딩 5층,스크린야구장,35.1270179229532,126.87839147805
레전드스크린야구 금호점,0.0,광주 서구 운천로 15 2층,스크린야구장,35.1339948081943,126.858905289408
레전드야구존 광주충장로점,0.0,광주 동구 중앙로160번길 13 지하2층,스크린야구장,35.1476930389561,126.914621802198
레전드야구존 신창점,0.0,광주 광산구 장신로 261,스크린야구장,35.1909533362174,126.838744457536
다함께야구왕 광주첨단점,0.0,광주 광산구 임방울대로800번길 27 4층,스크린야구장,35.2160732278835,126.846245784413
다함께야구왕 광주용봉점,0.0,광주 북구 저불로 36 2층,스크린야구장,35.1775704184447,126.895465870883
메이저스크린야구존,0.0,광주 광산구 쌍암동,스크린야구장,35.2189399211653,126.848205901712
스크린야구 용봉점,0.0,광주 북구 용봉택지로 67 스크린야구 3층,스크린야구장,35.178733782861,126.893789321523
광주자동차극장,4.33,광주 북구 우치로 649 정문주차장,영화관,35.2215344986691,126.901972468742
메가박스 광주하남,4.39,광주 광산구 풍영철길로 15 콜럼버스웨팅홀,영화관,35.1628952489774,126.811659800292
CGV 광주터미널,4.37,광주 서구 무진대로 904 광천터미널,영화관,35.1605756425809,126.879873116288
메가박스콜럼버스상무,4.39,광주 서구 시청로60번길 21-6,영화관,35.1542187273236,126.854402155131
CGV 광주금남로,4.47,광주 동구 중앙로160번길 16-7,영화관,35.1468210821764,126.914650257505
CGV 광주용봉,4.27,광주 북구 문화소통로 170 하미스포렉스,영화관,35.1825084538785,126.912088621192
광주극장,4.56,광주 동구 충장로5가 62-2,영화관,35.150478574798,126.912432673188
메가박스 첨단,4.4,광주 광산구 앰코로 35,영화관,35.2215326011543,126.85239146838
CGV 광주충장로,4.44,광주 동구 중앙로 163 NC웨이브 11층,영화관,35.148781548864,126.91313695091
롯데시네마 충장로,4.38,광주 동구 충장로안길 12,영화관,35.1480549555244,126.914522437623
메가박스 전대,4.35,광주 북구 우치로 60,영화관,35.1726364128528,126.91255590973
롯데시네마 수완,4.29,광주 광산구 장신로 98,영화관,35.1898120633315,126.82013498805
CGV광주상무,4.41,광주 서구 시청로 67 프리미엄아울렛 6층,영화관,35.1542923891514,126.851008569159
롯데시네마광주광산,4.34,광주 광산구 무진대로 272-8 3층,영화관,35.1601632685044,126.809663465924
